Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Gender,Segment,Addressline,Contact,Email,Postal Code,City,State,Country,Region,Market,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Year
659,ORD-2016-0659,7/28/2016,7/31/2016,Same Day,CUST-2016-0659,"Ir. Cengkir Dongoran, M.Ak",Female,Consumer,Gang Ciumbuleuit No. 1,0817-741627,isuryatmi@yahoo.com,82996,Tasikmalaya,Jawa Tengah,Indonesia,South,APAC,PROD-2016-0659,Furniture,Chairs,Chairs - Delectus,447.11,6,0.3,81.43,46.56,Low,2016
660,ORD-2016-0660,5/4/2016,5/12/2016,Same Day,CUST-2016-0660,Drs. Daliman Lailasari,Male,Home Office,Jalan Surapati No. 2,0883-683499,bala40@pd.my.id,1248,Tidore Kepulauan,Nusa Tenggara Barat,Indonesia,East,EMEA,PROD-2016-0660,Office Supplies,Envelopes,Envelopes - Minima,443.14,5,0.11,92.9,24.53,Medium,2016
661,ORD-2016-0661,4/14/2016,4/24/2016,First Class,CUST-2016-0661,Elvina Novitasari,Male,Consumer,Gang Kiaracondong No. 594,0814-949355,rachelmansur@pd.ponpes.id,56241,Denpasar,Nusa Tenggara Barat,Indonesia,East,APAC,PROD-2016-0661,Office Supplies,Envelopes,Envelopes - Perspiciatis,572.61,2,0.17,104.84,48.1,Critical,2016
662,ORD-2017-0662,3/11/2017,3/15/2017,Same Day,CUST-2017-0662,Kayla Marbun,Female,Corporate,Jalan Merdeka No. 89,0889-685836,prasetyoclara@gmail.com,55078,Meulaboh,Maluku Utara,Indonesia,East,APAC,PROD-2017-0662,Office Supplies,Envelopes,Envelopes - Ad,629.22,2,0.28,37.06,28.28,High,2017
663,ORD-2016-0663,8/24/2016,9/1/2016,Second Class,CUST-2016-0663,Usyi Laksita,Male,Home Office,Jalan Abdul Muis No. 491,0879-446994,laksmiwatinadia@cv.sch.id,40153,Lhokseumawe,DKI Jakarta,Indonesia,Central,EMEA,PROD-2016-0663,Office Supplies,Art,Art - Itaque,396.52,6,0.03,103.03,48.57,High,2016
664,ORD-2020-0664,4/24/2020,5/4/2020,Second Class,CUST-2020-0664,Cici Simbolon,Female,Corporate,Jl. Lembong No. 2,0889-159399,salmankusmawati@hotmail.com,36750,Solok,Kepulauan Riau,Indonesia,Central,US,PROD-2020-0664,Office Supplies,Binders,Binders - Distinctio,41.95,7,0.13,4.88,39.41,Medium,2020
665,ORD-2017-0665,9/28/2017,10/7/2017,Standard Class,CUST-2017-0665,"Hj. Wani Kurniawan, S.Pd",Male,Consumer,Gg. Jend. Sudirman No. 69,0873-176453,dpurwanti@pd.desa.id,38885,Cilegon,Jawa Barat,Indonesia,Central,LATAM,PROD-2017-0665,Furniture,Furnishings,Furnishings - Iure,602.17,10,0.46,88.41,26.54,Medium,2017
666,ORD-2018-0666,8/5/2018,8/6/2018,First Class,CUST-2018-0666,"KH. Prayoga Aryani, S.Farm",Male,Corporate,Gang Cihampelas No. 7,0874-336186,gandewa27@hotmail.com,85485,Mataram,Maluku Utara,Indonesia,South,US,PROD-2018-0666,Office Supplies,Art,Art - Sint,783.73,4,0.01,49.53,39.81,Medium,2018
667,ORD-2020-0667,4/21/2020,5/1/2020,Same Day,CUST-2020-0667,Jefri Mahendra,Male,Home Office,Jl. W.R. Supratman No. 02,0871-154673,gunartogalang@ud.sch.id,13215,Batam,Kalimantan Tengah,Indonesia,West,US,PROD-2020-0667,Technology,Accessories,Accessories - Ab,435.42,7,0.27,25.08,10.31,Low,2020
668,ORD-2018-0668,5/6/2018,5/10/2018,Standard Class,CUST-2018-0668,Novi Firmansyah,Female,Consumer,Jalan Dipenogoro No. 44,0840-343304,nrahmawati@hotmail.com,27367,Tebingtinggi,Lampung,Indonesia,Central,APAC,PROD-2018-0668,Furniture,Furnishings,Furnishings - Temporibus,750,9,0.28,160.78,5.67,Medium,2018
669,ORD-2016-0669,6/9/2016,6/11/2016,First Class,CUST-2016-0669,Pangeran Ardianto,Male,Corporate,Jalan Soekarno Hatta No. 31,0833-396323,hestikurniawan@cv.mil,4910,Ternate,Aceh,Indonesia,Central,LATAM,PROD-2016-0669,Office Supplies,Paper,Paper - Consectetur,998.11,3,0.3,118.55,10.51,High,2016
670,ORD-2016-0670,7/20/2016,7/25/2016,Second Class,CUST-2016-0670,Heryanto Saptono,Female,Home Office,Jl. M.H Thamrin No. 50,0855-330987,hwaskita@pd.gov,77545,Pariaman,Jawa Barat,Indonesia,West,LATAM,PROD-2016-0670,Office Supplies,Art,Art - Modi,870.28,4,0.26,75.27,36.4,High,2016
671,ORD-2016-0671,3/1/2016,3/7/2016,Same Day,CUST-2016-0671,"Ir. Ami Simbolon, S.E.I",Female,Corporate,Gang Kapten Muslihat No. 3,0820-313442,jhabibi@pd.net.id,17337,Salatiga,Kalimantan Barat,Indonesia,East,EMEA,PROD-2016-0671,Office Supplies,Paper,Paper - Aliquam,131.52,3,0.02,14.02,24.81,Critical,2016
672,ORD-2016-0672,5/6/2016,5/7/2016,Same Day,CUST-2016-0672,Cawuk Mangunsong,Male,Corporate,Jalan Dipenogoro No. 6,0845-716814,uyainahluluh@gmail.com,32553,Lubuklinggau,Maluku,Indonesia,West,LATAM,PROD-2016-0672,Furniture,Chairs,Chairs - Fugiat,286.3,10,0.19,12.69,22.22,Critical,2016
673,ORD-2016-0673,6/11/2016,6/15/2016,Second Class,CUST-2016-0673,Jindra Yuliarti,Female,Consumer,Jalan Jamika No. 43,0894-552025,karman49@perum.web.id,2927,Cilegon,Bengkulu,Indonesia,Central,LATAM,PROD-2016-0673,Furniture,Bookcases,Bookcases - Iure,937.85,10,0.38,77.95,42.27,Low,2016
674,ORD-2020-0674,4/5/2020,4/9/2020,First Class,CUST-2020-0674,"Umay Riyanti, M.M.",Female,Home Office,Jl. Rajiman No. 5,0889-555161,elonmaryadi@pt.desa.id,8320,Kota Administrasi Jakarta Selatan,Sumatera Barat,Indonesia,West,APAC,PROD-2020-0674,Furniture,Furnishings,Furnishings - Sequi,952.95,5,0.43,154.53,25.86,Low,2020
675,ORD-2017-0675,11/11/2017,11/18/2017,Same Day,CUST-2017-0675,"Timbul Hastuti, M.TI.",Male,Consumer,Jalan Soekarno Hatta No. 8,0811-394335,jasmaniuyainah@hotmail.com,304,Kendari,Papua Barat,Indonesia,South,APAC,PROD-2017-0675,Furniture,Bookcases,Bookcases - Tenetur,344.16,7,0.02,39.99,17.09,Low,2017
676,ORD-2020-0676,2/1/2020,2/2/2020,First Class,CUST-2020-0676,"Ir. Zulaikha Pertiwi, S.Psi",Female,Home Office,Jalan Sentot Alibasa No. 391,0894-436581,syahrinipermata@perum.com,43748,Banjarmasin,Kalimantan Selatan,Indonesia,South,EMEA,PROD-2020-0676,Office Supplies,Envelopes,Envelopes - Ab,27.09,1,0.23,6.08,26.61,Medium,2020
677,ORD-2019-0677,8/12/2019,8/13/2019,First Class,CUST-2019-0677,Nadine Hutasoit,Female,Home Office,Jalan Rungkut Industri No. 260,0880-429280,darupranowo@pt.my.id,1911,Metro,Riau,Indonesia,Central,US,PROD-2019-0677,Furniture,Bookcases,Bookcases - Corporis,768.32,5,0.13,116.13,15.23,Medium,2019
678,ORD-2017-0678,2/20/2017,3/2/2017,First Class,CUST-2017-0678,Artanto Lazuardi,Male,Consumer,Jalan Sadang Serang No. 8,0893-140372,hartooktaviani@hotmail.com,4936,Makassar,Kalimantan Tengah,Indonesia,East,US,PROD-2017-0678,Technology,Copiers,Copiers - Quidem,51.54,4,0.03,11.43,16.66,Low,2017
679,ORD-2016-0679,1/6/2016,1/12/2016,First Class,CUST-2016-0679,"Cemani Hasanah, S.Pd",Male,Corporate,Gg. Jend. Sudirman No. 140,0823-181242,mursitaanggriawan@hotmail.com,22946,Banda Aceh,Kalimantan Selatan,Indonesia,West,APAC,PROD-2016-0679,Technology,Phones,Phones - Voluptates,244.61,6,0.29,44.68,35.65,High,2016
680,ORD-2019-0680,11/25/2019,11/30/2019,Second Class,CUST-2019-0680,Kamaria Wibowo,Male,Corporate,Jl. Otto Iskandardinata No. 9,0887-926450,zizipadmasari@yahoo.com,13712,Depok,Sulawesi Selatan,Indonesia,South,LATAM,PROD-2019-0680,Office Supplies,Art,Art - Magnam,475.98,5,0.31,29.58,7.01,Medium,2019
681,ORD-2020-0681,8/1/2020,8/2/2020,First Class,CUST-2020-0681,Puput Utama,Male,Corporate,Jalan Lembong No. 412,0875-850537,yogahabibi@pt.net.id,87402,Palembang,DKI Jakarta,Indonesia,South,EMEA,PROD-2020-0681,Office Supplies,Binders,Binders - Non,660.49,3,0.19,160.21,8.53,High,2020
682,ORD-2017-0682,6/15/2017,6/25/2017,Same Day,CUST-2017-0682,"Ir. Ayu Zulkarnain, S.H.",Male,Home Office,Gg. Ahmad Dahlan No. 1,0816-736592,karman20@gmail.com,3010,Padang,Sumatera Barat,Indonesia,West,US,PROD-2017-0682,Office Supplies,Art,Art - Recusandae,203.07,10,0.15,19.16,15.94,Low,2017
683,ORD-2017-0683,12/22/2017,12/30/2017,Standard Class,CUST-2017-0683,"Ir. Jabal Uwais, S.Farm",Male,Home Office,Gg. Cempaka No. 5,0840-566624,soleh23@yahoo.com,12476,Binjai,Banten,Indonesia,West,LATAM,PROD-2017-0683,Furniture,Bookcases,Bookcases - Quos,564.85,2,0.46,65.07,32.23,Critical,2017
684,ORD-2019-0684,1/24/2019,1/28/2019,Second Class,CUST-2019-0684,"R. Raditya Mulyani, S.IP",Male,Corporate,Jl. Tubagus Ismail No. 3,0896-713160,rwacana@pd.mil.id,80815,Bima,Jawa Tengah,Indonesia,East,LATAM,PROD-2019-0684,Office Supplies,Art,Art - Rerum,320.71,2,0.2,45.22,11.68,Critical,2019
685,ORD-2017-0685,1/12/2017,1/15/2017,Same Day,CUST-2017-0685,"Puti Jasmin Halim, M.M.",Male,Consumer,Jl. Tubagus Ismail No. 13,0825-538960,vpradana@pt.desa.id,74362,Tarakan,Kalimantan Selatan,Indonesia,South,US,PROD-2017-0685,Technology,Phones,Phones - Alias,135.13,1,0.42,4.39,12.51,High,2017
686,ORD-2017-0686,1/7/2017,1/16/2017,Same Day,CUST-2017-0686,drg. Elvina Tampubolon,Female,Corporate,Gang W.R. Supratman No. 4,0826-521860,putradimas@hotmail.com,53396,Palembang,Kepulauan Bangka Belitung,Indonesia,East,LATAM,PROD-2017-0686,Furniture,Bookcases,Bookcases - Nostrum,898.45,6,0.3,128.4,49.74,High,2017
687,ORD-2016-0687,12/11/2016,12/17/2016,Same Day,CUST-2016-0687,Maya Maryadi,Female,Home Office,Jalan Ahmad Dahlan No. 270,0867-876677,santosoreksa@pd.sch.id,11079,Surakarta,Sulawesi Tenggara,Indonesia,West,LATAM,PROD-2016-0687,Office Supplies,Paper,Paper - Cupiditate,736.11,10,0.46,112.95,8.77,High,2016
688,ORD-2020-0688,12/20/2020,12/30/2020,Standard Class,CUST-2020-0688,Ani Damanik,Female,Corporate,Jl. Ahmad Yani No. 4,0851-559891,jamil15@pt.web.id,94976,Subulussalam,Kalimantan Timur,Indonesia,East,LATAM,PROD-2020-0688,Furniture,Tables,Tables - Tenetur,304.38,6,0.02,53.52,28.63,Critical,2020
689,ORD-2018-0689,1/26/2018,2/1/2018,Same Day,CUST-2018-0689,Jaiman Rahayu,Female,Consumer,Gg. Sukabumi No. 8,0828-143971,zulkarnainprakosa@gmail.com,37407,Samarinda,Kepulauan Riau,Indonesia,East,US,PROD-2018-0689,Technology,Copiers,Copiers - Expedita,579.39,10,0.16,66.6,12.45,Low,2018
690,ORD-2018-0690,4/1/2018,4/9/2018,Same Day,CUST-2018-0690,"R. Vanesa Sinaga, S.Farm",Male,Consumer,Gg. Indragiri No. 1,0846-372031,hidayatkarsana@gmail.com,20370,Probolinggo,Jawa Timur,Indonesia,Central,EMEA,PROD-2018-0690,Technology,Copiers,Copiers - Corrupti,149.59,4,0.28,19.08,12.6,High,2018
691,ORD-2020-0691,2/4/2020,2/13/2020,Second Class,CUST-2020-0691,Amelia Manullang,Male,Corporate,Jalan R.E Martadinata No. 359,0813-487491,darmanahutasoit@yahoo.com,88948,Batu,Riau,Indonesia,East,LATAM,PROD-2020-0691,Technology,Machines,Machines - Facilis,734.77,9,0.06,112.9,46.31,High,2020
692,ORD-2019-0692,4/29/2019,5/6/2019,Same Day,CUST-2019-0692,R.M. Caraka Lazuardi,Female,Consumer,Jalan Joyoboyo No. 85,0827-391979,namagagangsar@gmail.com,48067,Parepare,DKI Jakarta,Indonesia,Central,LATAM,PROD-2019-0692,Furniture,Tables,Tables - Ducimus,730.09,6,0.08,89.89,25.41,High,2019
693,ORD-2018-0693,11/24/2018,11/25/2018,Same Day,CUST-2018-0693,Harjasa Pratiwi,Male,Home Office,Gang Dipatiukur No. 1,0876-432951,lwulandari@cv.ponpes.id,76970,Banjar,Nusa Tenggara Timur,Indonesia,East,APAC,PROD-2018-0693,Technology,Phones,Phones - Eum,253.45,10,0.19,58.67,35.3,Low,2018
694,ORD-2019-0694,10/5/2019,10/8/2019,Same Day,CUST-2019-0694,Eka Irawan,Male,Home Office,Gg. W.R. Supratman No. 783,0873-396327,rsuryono@ud.int,96240,Tanjungpinang,Lampung,Indonesia,East,EMEA,PROD-2019-0694,Technology,Phones,Phones - Similique,951.32,4,0,63.56,30.1,Medium,2019
695,ORD-2017-0695,5/27/2017,5/28/2017,Same Day,CUST-2017-0695,Puji Prayoga,Female,Home Office,Jalan Pasteur No. 84,0858-761679,handayaniajimin@perum.go.id,25936,Probolinggo,Jawa Barat,Indonesia,East,LATAM,PROD-2017-0695,Office Supplies,Paper,Paper - A,879.11,4,0.44,106.83,27.06,Critical,2017
696,ORD-2020-0696,7/14/2020,7/20/2020,Same Day,CUST-2020-0696,R.A. Hasna Nasyidah,Female,Consumer,Jl. Bangka Raya No. 467,0838-217825,ksuartini@pd.web.id,14131,Manado,Jawa Timur,Indonesia,South,US,PROD-2020-0696,Office Supplies,Art,Art - Enim,254.92,7,0.06,39.82,19.35,High,2020
697,ORD-2018-0697,10/5/2018,10/12/2018,Second Class,CUST-2018-0697,Cici Pradipta,Female,Corporate,Gang Abdul Muis No. 23,0886-532016,maras88@pd.com,54472,Bitung,Gorontalo,Indonesia,East,APAC,PROD-2018-0697,Office Supplies,Art,Art - Nobis,512.41,7,0.03,120.76,16.77,Low,2018
698,ORD-2019-0698,5/4/2019,5/11/2019,Same Day,CUST-2019-0698,"Anggabaya Nababan, S.Pd",Female,Corporate,Gg. Surapati No. 771,0843-157287,melinda89@perum.com,78214,Palembang,Kepulauan Riau,Indonesia,South,US,PROD-2019-0698,Technology,Accessories,Accessories - Neque,346.44,1,0.15,44.89,30.76,Medium,2019
699,ORD-2020-0699,7/19/2020,7/23/2020,First Class,CUST-2020-0699,"Puti Winda Prasetyo, S.Psi",Female,Consumer,Gang Pasirkoja No. 6,0887-665987,jsafitri@ud.net,59450,Bitung,Jawa Barat,Indonesia,Central,APAC,PROD-2020-0699,Office Supplies,Binders,Binders - Sapiente,782.63,6,0.46,102.15,29.88,High,2020
700,ORD-2020-0700,9/20/2020,9/24/2020,Standard Class,CUST-2020-0700,Asmianto Kuswandari,Male,Consumer,Gg. Cihampelas No. 11,0878-514739,anggrainiwani@hotmail.com,39886,Padangpanjang,Maluku Utara,Indonesia,East,LATAM,PROD-2020-0700,Furniture,Bookcases,Bookcases - Expedita,338.19,4,0.28,27.31,5.61,High,2020
701,ORD-2020-0701,6/8/2020,6/10/2020,Same Day,CUST-2020-0701,"Septi Mahendra, S.IP",Female,Consumer,Gang Kutisari Selatan No. 670,0830-396841,riyantitalia@cv.gov,46648,Palangkaraya,Sumatera Barat,Indonesia,South,APAC,PROD-2020-0701,Furniture,Tables,Tables - Neque,43.44,2,0.41,3.7,23.03,Low,2020
702,ORD-2016-0702,1/20/2016,1/22/2016,First Class,CUST-2016-0702,Widya Fujiati,Female,Consumer,Jl. Rajawali Timur No. 65,0811-878727,isiregar@gmail.com,45338,Pagaralam,Jawa Barat,Indonesia,East,APAC,PROD-2016-0702,Technology,Machines,Machines - Exercitationem,202.34,10,0.43,28.39,24.13,High,2016
703,ORD-2018-0703,11/29/2018,12/4/2018,Same Day,CUST-2018-0703,"Tgk. Eka Waskita, S.Sos",Male,Consumer,Gg. Sadang Serang No. 4,0843-787919,widodorahayu@perum.id,6221,Bukittinggi,Lampung,Indonesia,West,US,PROD-2018-0703,Office Supplies,Envelopes,Envelopes - Ducimus,102.13,7,0.28,12.56,45.84,Medium,2018
704,ORD-2019-0704,10/23/2019,10/24/2019,Same Day,CUST-2019-0704,"drg. Ikhsan Kuswandari, M.Kom.",Female,Corporate,Jalan Raya Setiabudhi No. 1,0879-849290,jailanicandrakanta@gmail.com,11584,Banjarmasin,Aceh,Indonesia,Central,US,PROD-2019-0704,Furniture,Chairs,Chairs - Quidem,403.38,4,0.22,53.24,9.9,Low,2019
705,ORD-2018-0705,1/6/2018,1/9/2018,First Class,CUST-2018-0705,Jasmani Rahmawati,Male,Home Office,Gang Stasiun Wonokromo No. 312,0831-317770,zbudiman@yahoo.com,26426,Bontang,Jambi,Indonesia,West,EMEA,PROD-2018-0705,Furniture,Tables,Tables - Doloremque,409.16,8,0.26,78.7,39.23,High,2018
706,ORD-2019-0706,1/21/2019,1/26/2019,Same Day,CUST-2019-0706,Karsana Ramadan,Female,Home Office,Gang Moch. Ramdan No. 59,0853-974851,hariyahirma@yahoo.com,54824,Bitung,Kalimantan Timur,Indonesia,East,APAC,PROD-2019-0706,Office Supplies,Envelopes,Envelopes - Provident,872.71,5,0.35,135.44,40.76,Critical,2019
707,ORD-2018-0707,5/6/2018,5/10/2018,Standard Class,CUST-2018-0707,Karen Santoso,Female,Home Office,Gg. Pasir Koja No. 54,0871-639420,erik31@gmail.com,32748,Tangerang Selatan,DKI Jakarta,Indonesia,Central,APAC,PROD-2018-0707,Office Supplies,Binders,Binders - Odio,381.93,1,0.08,83.29,12.48,Critical,2018
708,ORD-2016-0708,6/19/2016,6/20/2016,Same Day,CUST-2016-0708,"dr. Prakosa Putra, S.H.",Female,Consumer,Gg. Jend. A. Yani No. 388,0890-942167,cakrabuanakusmawati@yahoo.com,80196,Banjar,Kepulauan Bangka Belitung,Indonesia,West,EMEA,PROD-2016-0708,Technology,Machines,Machines - Iure,405.41,5,0.06,113.92,37.4,Low,2016
709,ORD-2020-0709,10/4/2020,10/10/2020,Standard Class,CUST-2020-0709,"Dagel Firmansyah, S.Sos",Male,Consumer,Jalan Pasteur No. 3,0847-648668,lurhurbudiman@gmail.com,81677,Pekanbaru,DI Yogyakarta,Indonesia,East,LATAM,PROD-2020-0709,Technology,Copiers,Copiers - Nisi,477.39,4,0.47,71.29,37.41,Medium,2020
710,ORD-2017-0710,5/15/2017,5/24/2017,Same Day,CUST-2017-0710,Estiawan Rajasa,Male,Corporate,Gang Pasirkoja No. 08,0863-287931,yuni17@pd.com,39128,Pekalongan,Sumatera Selatan,Indonesia,East,US,PROD-2017-0710,Furniture,Chairs,Chairs - Ut,318.72,4,0.1,21.07,25.64,High,2017
711,ORD-2016-0711,4/9/2016,4/19/2016,Same Day,CUST-2016-0711,"Drs. Unjani Winarno, M.Ak",Male,Consumer,Jl. Rajawali Timur No. 79,0854-767254,rjailani@cv.org,98642,Blitar,Kalimantan Tengah,Indonesia,East,LATAM,PROD-2016-0711,Technology,Phones,Phones - Quos,928.6,5,0.14,221.91,24.18,Low,2016
712,ORD-2018-0712,9/9/2018,9/19/2018,Same Day,CUST-2018-0712,Lega Hartati,Female,Home Office,Jl. Ahmad Yani No. 218,0879-772765,wijayagalar@hotmail.com,28809,Cimahi,Jawa Tengah,Indonesia,East,APAC,PROD-2018-0712,Technology,Accessories,Accessories - Cupiditate,111.95,4,0.14,11.14,9.6,Critical,2018
713,ORD-2018-0713,1/18/2018,1/28/2018,Standard Class,CUST-2018-0713,"Puti Amalia Nashiruddin, S.H.",Female,Consumer,Jl. Cikutra Timur No. 8,0831-102800,yfujiati@gmail.com,8987,Bitung,Aceh,Indonesia,East,EMEA,PROD-2018-0713,Furniture,Tables,Tables - Quo,151.9,8,0.44,11.13,45.32,High,2018
714,ORD-2017-0714,2/2/2017,2/11/2017,Same Day,CUST-2017-0714,"Tgk. Fitriani Wahyudin, S.Sos",Female,Home Office,Jalan Moch. Toha No. 4,0870-442978,siskahutasoit@hotmail.com,74682,Lubuklinggau,Maluku,Indonesia,South,APAC,PROD-2017-0714,Furniture,Furnishings,Furnishings - Nemo,383.54,7,0.35,34.59,42.74,Low,2017
715,ORD-2020-0715,12/2/2020,12/4/2020,Second Class,CUST-2020-0715,dr. Zahra Wastuti,Male,Home Office,Jl. Kiaracondong No. 0,0845-845902,anajmudin@yahoo.com,59671,Banda Aceh,Banten,Indonesia,East,US,PROD-2020-0715,Technology,Machines,Machines - Nostrum,495.19,5,0.34,61.93,24.59,Low,2020
716,ORD-2017-0716,6/18/2017,6/19/2017,Standard Class,CUST-2017-0716,"Harsaya Anggraini, S.T.",Female,Home Office,Jl. H.J Maemunah No. 54,0854-863878,prasetyokardi@pd.co.id,69949,Banjar,Sumatera Utara,Indonesia,West,EMEA,PROD-2017-0716,Technology,Accessories,Accessories - Sint,388.63,3,0.47,61.56,13.81,Low,2017
717,ORD-2020-0717,1/6/2020,1/10/2020,First Class,CUST-2020-0717,Vera Purwanti,Female,Corporate,Gang M.H Thamrin No. 482,0822-486785,ymanullang@hotmail.com,8386,Parepare,Sumatera Utara,Indonesia,South,APAC,PROD-2020-0717,Technology,Copiers,Copiers - Vero,43.19,5,0.32,4.39,49.81,Low,2020
718,ORD-2018-0718,9/14/2018,9/15/2018,First Class,CUST-2018-0718,"Jayeng Susanti, S.Pt",Female,Home Office,Gg. Kutai No. 25,0890-576557,purnawatiupik@yahoo.com,93201,Palangkaraya,Nusa Tenggara Timur,Indonesia,West,EMEA,PROD-2018-0718,Office Supplies,Binders,Binders - Odit,47.81,1,0.31,7.53,36.75,Medium,2018
719,ORD-2017-0719,11/26/2017,11/28/2017,Same Day,CUST-2017-0719,"Karman Permata, M.Pd",Male,Consumer,Jalan Rajawali Barat No. 809,0866-768444,cakrabuanahariyah@yahoo.com,85177,Kupang,DKI Jakarta,Indonesia,Central,LATAM,PROD-2017-0719,Furniture,Bookcases,Bookcases - Velit,983.57,4,0.33,154.44,19.97,Low,2017
720,ORD-2017-0720,10/18/2017,10/28/2017,Standard Class,CUST-2017-0720,Jinawi Sihombing,Male,Home Office,Jl. Dipenogoro No. 8,0861-536604,cengkal99@cv.gov,97589,Palopo,Bengkulu,Indonesia,Central,APAC,PROD-2017-0720,Furniture,Tables,Tables - Voluptatum,731.67,2,0.09,40.7,32.38,Critical,2017
721,ORD-2017-0721,12/9/2017,12/10/2017,Standard Class,CUST-2017-0721,Tantri Utama,Female,Home Office,Jl. M.H Thamrin No. 45,0854-223432,simanjuntaktedi@hotmail.com,9225,Ambon,Bali,Indonesia,South,US,PROD-2017-0721,Technology,Phones,Phones - Architecto,570.53,8,0.04,153.09,13.21,High,2017
722,ORD-2017-0722,1/25/2017,1/31/2017,First Class,CUST-2017-0722,"Heru Prasetya, S.Psi",Male,Consumer,Jalan Erlangga No. 324,0837-768934,chelseamarpaung@hotmail.com,40017,Cilegon,Kepulauan Bangka Belitung,Indonesia,South,US,PROD-2017-0722,Furniture,Tables,Tables - Odio,314.7,4,0.37,46.5,18.97,Critical,2017
723,ORD-2018-0723,4/4/2018,4/7/2018,Standard Class,CUST-2018-0723,Cahya Andriani,Male,Home Office,Gang Abdul Muis No. 10,0850-534092,iswahyudidaru@hotmail.com,9271,Lubuklinggau,Kalimantan Barat,Indonesia,East,EMEA,PROD-2018-0723,Office Supplies,Paper,Paper - Nobis,185.34,5,0.13,25.78,9.16,Low,2018
724,ORD-2020-0724,2/1/2020,2/7/2020,Standard Class,CUST-2020-0724,"Aurora Tarihoran, S.H.",Female,Home Office,Jl. Kiaracondong No. 071,0897-972132,widya00@yahoo.com,18948,Tanjungpinang,Lampung,Indonesia,East,APAC,PROD-2020-0724,Technology,Machines,Machines - Eum,164.15,10,0.11,32.95,20.61,Low,2020
725,ORD-2017-0725,11/11/2017,11/17/2017,Standard Class,CUST-2017-0725,"Caket Purnawati, M.TI.",Male,Home Office,Jalan Tubagus Ismail No. 29,0836-370756,warsa16@hotmail.com,98273,Prabumulih,DKI Jakarta,Indonesia,East,US,PROD-2017-0725,Office Supplies,Binders,Binders - Error,922.7,9,0.33,59.72,11.29,Low,2017
726,ORD-2018-0726,12/17/2018,12/27/2018,Same Day,CUST-2018-0726,"H. Prayitna Hidayanto, S.Gz",Male,Corporate,Jalan Jakarta No. 89,0899-209694,yessinajmudin@gmail.com,43574,Makassar,Jawa Tengah,Indonesia,South,APAC,PROD-2018-0726,Furniture,Furnishings,Furnishings - Nihil,480.74,6,0.32,24.53,46.09,Low,2018
727,ORD-2017-0727,7/25/2017,8/2/2017,Second Class,CUST-2017-0727,Halim Saputra,Male,Corporate,Gg. Cihampelas No. 983,0888-578617,gilda83@hotmail.com,25364,Bogor,Bengkulu,Indonesia,West,US,PROD-2017-0727,Office Supplies,Paper,Paper - Iure,260.05,6,0.3,31.06,23.05,High,2017
728,ORD-2017-0728,5/10/2017,5/19/2017,First Class,CUST-2017-0728,Ivan Handayani,Female,Corporate,Gg. Siliwangi No. 95,0844-705540,utamaputu@gmail.com,92090,Yogyakarta,Maluku Utara,Indonesia,West,APAC,PROD-2017-0728,Furniture,Tables,Tables - Corrupti,923.13,10,0.48,137.15,13.93,Medium,2017
729,ORD-2017-0729,1/17/2017,1/23/2017,First Class,CUST-2017-0729,Siti Saragih,Male,Corporate,Jl. Dipenogoro No. 178,0828-940422,rahimahyuliana@gmail.com,54760,Cimahi,Bali,Indonesia,South,US,PROD-2017-0729,Office Supplies,Paper,Paper - Necessitatibus,465.98,3,0.1,39.01,18.84,Medium,2017
730,ORD-2017-0730,10/6/2017,10/10/2017,Same Day,CUST-2017-0730,dr. Gina Sihotang,Male,Home Office,Jl. Abdul Muis No. 227,0841-261625,banara02@yahoo.com,15153,Malang,Kepulauan Bangka Belitung,Indonesia,South,APAC,PROD-2017-0730,Office Supplies,Paper,Paper - Nulla,351.26,8,0.27,38.08,14.56,Critical,2017
731,ORD-2019-0731,9/4/2019,9/12/2019,Second Class,CUST-2019-0731,dr. Ami Farida,Male,Corporate,Gg. Dipenogoro No. 32,0826-433821,thamrinmala@hotmail.com,3100,Kotamobagu,Kalimantan Tengah,Indonesia,East,US,PROD-2019-0731,Office Supplies,Art,Art - Incidunt,821.59,7,0.3,105.55,20.61,High,2019
732,ORD-2017-0732,10/28/2017,11/7/2017,Second Class,CUST-2017-0732,"Amalia Putra, M.Farm",Male,Corporate,Gg. Sentot Alibasa No. 036,0856-456359,cagak18@perum.co.id,85535,Bontang,Banten,Indonesia,Central,US,PROD-2017-0732,Furniture,Tables,Tables - Magni,146.7,4,0.02,18.04,9.18,Critical,2017
733,ORD-2017-0733,5/31/2017,6/7/2017,Second Class,CUST-2017-0733,Anom Halim,Female,Corporate,Jalan H.J Maemunah No. 696,0859-808074,palastriprayitna@pd.net.id,23394,Sawahlunto,Papua,Indonesia,West,APAC,PROD-2017-0733,Office Supplies,Envelopes,Envelopes - Et,187.72,7,0.34,32.03,25.92,High,2017
734,ORD-2018-0734,1/8/2018,1/10/2018,Same Day,CUST-2018-0734,Hartana Lestari,Male,Consumer,Jalan Rumah Sakit No. 03,0850-234993,ajimin17@pd.edu,24178,Denpasar,Bengkulu,Indonesia,West,US,PROD-2018-0734,Furniture,Furnishings,Furnishings - Sunt,657.28,7,0.21,33.04,24.12,High,2018
